orf_name
YAL016C-B
YAL037C-A
YAL063C-A
YAL064W
YAR035C-A
YAR066W
YBL008W-A
YBL071C-B
YBL100W-C
YBR107C
YBR182C-A
YBR196C-A
YBR200W-A
YBR221W-A
YBR285W
YBR298C-A
YDL241W
YDR003W-A
YDR034W-B
YDR042C
YDR169C-A
YDR194W-A
YDR275W
YDR281C
YDR524W-C
YDR540C
YEL057C
YER078W-A
YER175W-A
YER188C-A
YFL012W
YFR026C
YGL007C-A
YGL057C
YGL117W
YGL170C
YGR035W-A
YGR045C
YGR121W-A
YGR153W
YGR161W-C
YGR174W-A
YGR240C-A
YHL015W-A
YHL048C-A
YHR022C-A
YHR050W-A
YHR126C
YHR136C
YHR157W
YHR175W-A
YHR199C-A
YIL014C-A
YIL092W
YIL102C
YIL152W
YIR021W-A
YJL027C
YJL037W
YJL038C
YJL047C-A
YJL077W-B
YJL185C
YJL217W
YJR120W
YJR151W-A
YKL096C-B
YKL106C-A
YKL183C-A
YLL006W-A
YLL022C
YLL060C
YLR030W
YLR036C
YLR042C
YLR053C
YLR082C
YLR154C
YLR159W
YLR204W
YLR224W
YLR264C-A
YLR265C
YLR285C-A
YLR297W
YLR346C
YLR406C-A
YLR412C-A
YLR453C
YLR466C-B
YML007C-A
YML053C
YML054C-A
YML100W-A
YMR001C-A
YMR013W-A
YMR030W-A
YMR175W-A
YMR230W-A
YMR242W-A
YMR272W-B
YNL033W
YNL046W
YNL067W-B
YNL146C-A
YNL146W
YNL269W
YNL277W-A
YNR074C
YOL019W-A
YOL024W
YOL038C-A
YOL052C-A
YOL131W
YOL155W-A
YOL159C-A
YOL159C
YOL164W-A
YOR008C-A
YOR031W
YOR032W-A
YOR034C-A
YOR183W
YOR316C-A
YOR376W-A
YOR381W-A
YPL027W
YPL056C
YPL223C
YPL250C
YPL257W
YEL035C
YPL124W
YAL067W-A
YBL044W
YBR072C-A
YBR148W
YBR184W
YBR188C
YBR196C-B
YBR296C-A
YCL056C
YCR024C-B
YCR095W-A
YDL159W-A
YDR504C
YER044C-A
YER186C
YGL006W-A
YGL041C-B
YGR146C-A
YGR168C
YGR204C-A
YHR014W
YHR086W-A
YHR213W-B
YIL089W
YIL134C-A
YJL052C-A
YJL136W-A
YJL144W
YJL161W
YJR108W
YLR125W
YLR156W
YLR361C-A
YML058W-A
YMR175W
YMR182W-A
YMR247W-A
YMR251W-A
YMR315W-A
YNL018C
YNL019C
YNL034W
YNL097C-B
YNL130C-A
YNR075C-A
YOL015W
YOL097W-A
YOL164W
YOL166W-A
YOR011W-A
YOR097C
YOR293C-A
YOR394C-A
YPL038W-A
YPL119C-A
YPL152W-A
YPR027C
YBR013C
YBR027C
YBR292C
YCL076W
YCR001W
YCR006C
YCR022C
YCR025C
YCR085W
YDL242W
YDR010C
YDR024W
YDR029W
YDR102C
YDR133C
YDR215C
YDR220C
YDR250C
YDR274C
YDR344C
YDR535C
YER084W
YER091C-A
YER121W
YER135C
YER188W
YFL019C
YFL063W
YFR020W
YFR054C
YGL007W
YGL015C
YGL034C
YGL118C
YGL230C
YGL260W
YGR025W
YGR039W
YGR050C
YGR051C
YGR107W
YGR139W
YHL037C
YHL041W
YHL045W
YHR049C-A
YHR093W
YHR095W
YHR125W
YHR130C
YHR139C-A
YHR180W
YIL012W
YIL025C
YIL028W
YIL032C
YIL054W
YIL086C
YIL163C
YIR020C
YIR020W-A
YJL028W
YJL215C
YKL023W
YKL031W
YKL044W
YKL066W
YKL097C
YKL102C
YKR032W
YLL059C
YLR111W
YLR112W
YLR124W
YLR255C
YLR296W
YLR311C
YLR402W
YML122C
YMR007W
YMR057C
YMR103C
YMR122C
YMR141C
YMR194C-A
YMR254C
YMR320W
YMR326C
YNL143C
YOL014W
YOL118C
YOL160W
YOR015W
YOR024W
YOR029W
YOR050C
YOR235W
YOR284W
YOR314W
YOR318C
YOR343C
YOR376W
YPL025C
YPL062W
YPL080C
YPL200W
YPL205C
YPR012W
YPR014C
YPR064W
YPR096C
YPR195C
YBR032W
YBL048W
YGR291C
YAR047C
YAL066W
