orf_name
YBL008W-A
YBL044W
YBL048W
YBR027C
YBR072C-A
YBR182C-A
YBR184W
YBR196C-A
YBR196C-B
YBR221W-A
YCR001W
YCR024C-B
YDR003W-A
YDR169C-A
YDR194W-A
YDR220C
YDR250C
YEL035C
YER078W-A
YFL012W
YFL019C
YFR020W
YGL006W-A
YGL007C-A
YGL118C
YGR035W-A
YGR045C
YGR050C
YGR051C
YGR107W
YGR121W-A
YGR139W
YGR146C-A
YGR174W-A
YHL015W-A
YHL037C
YHR086W-A
YHR125W
YHR130C
YHR139C-A
YHR175W-A
YHR199C-A
YIL014C-A
YIL025C
YIL032C
YIL054W
YIL086C
YIL089W
YIL092W
YIL134C-A
YIR020C
YIR020W-A
YKL044W
YKL096C-B
YKL097C
YKL102C
YKL106C-A
YKL183C-A
YKR032W
YLL006W-A
YLR112W
YLR124W
YLR255C
YLR285C-A
YLR402W
YLR406C-A
YML054C-A
YML100W-A
YMR001C-A
YMR030W-A
YMR103C
YMR122C
YMR182W-A
YMR194C-A
YMR230W-A
YMR242W-A
YMR272W-B
YNL097C-B
YNL130C-A
YNL146C-A
YNL277W-A
YOL019W-A
YOL024W
YOL038C-A
YOL097W-A
YOL118C
YOR011W-A
YOR029W
YOR032W-A
YOR050C
YOR235W
YOR314W
YOR316C-A
YPR014C
YAL037C-A
YBR032W
YER135C
YER175W-A
YGR204C-A
YJL136W-A
YMR007W
YOL014W
YOR034C-A
YPL119C-A
YPL152W-A
